10.0,10.0,-2.0
10.0,10.0,-6.0
10.0,10.0,-10.0
10.0,10.0,-14.0
10.0,10.0,-18.0
10.0,10.0,-22.0
10.0,10.0,-26.0
10.0,10.0,-30.0
10.0,10.0,-34.0
10.0,10.0,-38.0
10.0,10.0,-42.0
10.0,10.0,-46.0
10.0,10.0,-50.0
10.0,10.0,-54.0
10.0,10.0,-58.0
10.0,30.0,-2.0
10.0,30.0,-6.0
10.0,30.0,-10.0
10.0,30.0,-14.0
10.0,30.0,-18.0
10.0,30.0,-22.0
10.0,30.0,-26.0
10.0,30.0,-30.0
10.0,30.0,-34.0
10.0,30.0,-38.0
10.0,30.0,-42.0
10.0,30.0,-46.0
10.0,30.0,-50.0
10.0,30.0,-54.0
10.0,30.0,-58.0
10.0,50.0,-2.0
10.0,50.0,-6.0
10.0,50.0,-10.0
10.0,50.0,-14.0
10.0,50.0,-18.0
10.0,50.0,-22.0
10.0,50.0,-26.0
10.0,50.0,-30.0
10.0,50.0,-34.0
10.0,50.0,-38.0
10.0,50.0,-42.0
10.0,50.0,-46.0
10.0,50.0,-50.0
10.0,50.0,-54.0
10.0,50.0,-58.0
10.0,70.0,-2.0
10.0,70.0,-6.0
10.0,70.0,-10.0
10.0,70.0,-14.0
10.0,70.0,-18.0
10.0,70.0,-22.0
10.0,70.0,-26.0
10.0,70.0,-30.0
10.0,70.0,-34.0
10.0,70.0,-38.0
10.0,70.0,-42.0
10.0,70.0,-46.0
10.0,70.0,-50.0
10.0,70.0,-54.0
10.0,70.0,-58.0
10.0,90.0,-2.0
10.0,90.0,-6.0
10.0,90.0,-10.0
10.0,90.0,-14.0
10.0,90.0,-18.0
10.0,90.0,-22.0
10.0,90.0,-26.0
10.0,90.0,-30.0
10.0,90.0,-34.0
10.0,90.0,-38.0
10.0,90.0,-42.0
10.0,90.0,-46.0
10.0,90.0,-50.0
10.0,90.0,-54.0
10.0,90.0,-58.0
10.0,110.0,-2.0
10.0,110.0,-6.0
10.0,110.0,-10.0
10.0,110.0,-14.0
10.0,110.0,-18.0
10.0,110.0,-22.0
10.0,110.0,-26.0
10.0,110.0,-30.0
10.0,110.0,-34.0
10.0,110.0,-38.0
10.0,110.0,-42.0
10.0,110.0,-46.0
10.0,110.0,-50.0
10.0,110.0,-54.0
10.0,110.0,-58.0
10.0,130.0,-2.0
10.0,130.0,-6.0
10.0,130.0,-10.0
10.0,130.0,-14.0
10.0,130.0,-18.0
10.0,130.0,-22.0
10.0,130.0,-26.0
10.0,130.0,-30.0
10.0,130.0,-34.0
10.0,130.0,-38.0
10.0,130.0,-42.0
10.0,130.0,-46.0
10.0,130.0,-50.0
10.0,130.0,-54.0
10.0,130.0,-58.0
10.0,150.0,-2.0
10.0,150.0,-6.0
10.0,150.0,-10.0
10.0,150.0,-14.0
10.0,150.0,-18.0
10.0,150.0,-22.0
10.0,150.0,-26.0
10.0,150.0,-30.0
10.0,150.0,-34.0
10.0,150.0,-38.0
10.0,150.0,-42.0
10.0,150.0,-46.0
10.0,150.0,-50.0
10.0,150.0,-54.0
10.0,150.0,-58.0
10.0,170.0,-2.0
10.0,170.0,-6.0
10.0,170.0,-10.0
10.0,170.0,-14.0
10.0,170.0,-18.0
10.0,170.0,-22.0
10.0,170.0,-26.0
10.0,170.0,-30.0
10.0,170.0,-34.0
10.0,170.0,-38.0
10.0,170.0,-42.0
10.0,170.0,-46.0
10.0,170.0,-50.0
10.0,170.0,-54.0
10.0,170.0,-58.0
10.0,190.0,-2.0
10.0,190.0,-6.0
10.0,190.0,-10.0
10.0,190.0,-14.0
10.0,190.0,-18.0
10.0,190.0,-22.0
10.0,190.0,-26.0
10.0,190.0,-30.0
10.0,190.0,-34.0
10.0,190.0,-38.0
10.0,190.0,-42.0
10.0,190.0,-46.0
10.0,190.0,-50.0
10.0,190.0,-54.0
10.0,190.0,-58.0
10.0,210.0,-2.0
10.0,210.0,-6.0
10.0,210.0,-10.0
10.0,210.0,-14.0
10.0,210.0,-18.0
10.0,210.0,-22.0
10.0,210.0,-26.0
10.0,210.0,-30.0
10.0,210.0,-34.0
10.0,210.0,-38.0
10.0,210.0,-42.0
10.0,210.0,-46.0
10.0,210.0,-50.0
10.0,210.0,-54.0
10.0,210.0,-58.0
10.0,230.0,-2.0
10.0,230.0,-6.0
10.0,230.0,-10.0
10.0,230.0,-14.0
10.0,230.0,-18.0
10.0,230.0,-22.0
10.0,230.0,-26.0
10.0,230.0,-30.0
10.0,230.0,-34.0
10.0,230.0,-38.0
10.0,230.0,-42.0
10.0,230.0,-46.0
10.0,230.0,-50.0
10.0,230.0,-54.0
10.0,230.0,-58.0
10.0,250.0,-2.0
10.0,250.0,-6.0
10.0,250.0,-10.0
10.0,250.0,-14.0
10.0,250.0,-18.0
10.0,250.0,-22.0
10.0,250.0,-26.0
10.0,250.0,-30.0
10.0,250.0,-34.0
10.0,250.0,-38.0
10.0,250.0,-42.0
10.0,250.0,-46.0
10.0,250.0,-50.0
10.0,250.0,-54.0
10.0,250.0,-58.0
10.0,270.0,-2.0
10.0,270.0,-6.0
10.0,270.0,-10.0
10.0,270.0,-14.0
10.0,270.0,-18.0
10.0,270.0,-22.0
10.0,270.0,-26.0
10.0,270.0,-30.0
10.0,270.0,-34.0
10.0,270.0,-38.0
10.0,270.0,-42.0
10.0,270.0,-46.0
10.0,270.0,-50.0
10.0,270.0,-54.0
10.0,270.0,-58.0
10.0,290.0,-2.0
10.0,290.0,-6.0
10.0,290.0,-10.0
10.0,290.0,-14.0
10.0,290.0,-18.0
10.0,290.0,-22.0
10.0,290.0,-26.0
10.0,290.0,-30.0
10.0,290.0,-34.0
10.0,290.0,-38.0
10.0,290.0,-42.0
10.0,290.0,-46.0
10.0,290.0,-50.0
10.0,290.0,-54.0
10.0,290.0,-58.0
10.0,310.0,-2.0
10.0,310.0,-6.0
10.0,310.0,-10.0
10.0,310.0,-14.0
10.0,310.0,-18.0
10.0,310.0,-22.0
10.0,310.0,-26.0
10.0,310.0,-30.0
10.0,310.0,-34.0
10.0,310.0,-38.0
10.0,310.0,-42.0
10.0,310.0,-46.0
10.0,310.0,-50.0
10.0,310.0,-54.0
