0.000115741,0.098060166,0.6638066,0.98060166,0.03361934,0.3361934
0.000347222,0.09632965,1.9679908,2.9071947,0.034790792,1.0320092
0.000810185,0.093508089,4.4999582,6.6475182,0.036700814,2.5000418
0.00173611,0.08952336,9.3480998,13.809387,0.039398229,5.6519002
0.00358796,0.0848982,18.543432,27.393099,0.042529176,12.456568
0.00729167,0.080683327,36.021069,53.211764,0.045382384,26.978931
0.0146991,0.077825476,69.738206,103.02007,0.047316972,57.261794
0.0295139,0.076486136,136.01197,200.92232,0.048223622,118.98803
0.0591435,0.076045708,267.79625,395.59933,0.048521765,243.20375
0.118403,0.075871881,530.76235,784.06337,0.048639435,492.23765
0.236921,0.075747139,1055.8298,1559.7141,0.048723878,991.17016
0.473958,0.07564956,2104.612,3109.0171,0.048789933,1990.388
0.948032,0.075570226,4199.9767,6204.3735,0.048843636,3991.0233
1.89618,0.075397407,8381.1223,12380.929,0.048960625,8001.8777
2.89618,0.075049165,12770.557,18865.177,0.049196363,12252.443
3.89618,0.074506313,17128.241,25302.522,0.04956384,16534.759
4.89618,0.073785839,21443.786,31677.619,0.050051556,20859.214
5.89618,0.072919897,25708.685,37977.898,0.050637745,25234.315
6.89618,0.071943776,29916.493,44193.84,0.051298519,29666.507
7.89618,0.070890179,34062.679,50318.752,0.052011739,34160.321
8.89618,0.069786975,38144.341,56348.346,0.05275854,38718.659
9.89618,0.0686568,42159.902,62280.294,0.053523598,43343.098
10.8962,0.067517504,46108.829,68113.806,0.054294831,48034.171
11.8962,0.066382863,49991.393,73849.286,0.055062912,52791.607
12.8962,0.065263343,53808.48,79488.038,0.055820759,57614.52
13.8962,0.064166759,57561.43,85032.046,0.056563078,62501.57
14.8962,0.063098844,61251.92,90483.786,0.05728599,67451.08
15.8962,0.062063695,64881.867,95846.09,0.057986722,72461.133
16.8962,0.06106414,68453.353,101122.03,0.058663359,77529.647
17.8962,0.06010201,71968.566,106314.85,0.059314661,82654.434
18.8962,0.059178362,75429.758,111427.86,0.059939914,87833.242
19.8962,0.058293655,78839.205,116464.43,0.060538806,93063.795
20.0,0.058203556,79192.625,116986.51,0.060599797,93607.375
