13634000.0,7.53600387,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,7.23065212,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,6.63590622,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,5.78702446,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,4.74078377,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2433897.05,3.1335068,0.0,0.264161462,0.735838538,0.0,0.0,0.648414477,0.0024312829
2434864.54,1.3842036,0.0,0.744873423,0.255126577,0.0,0.0,0.0268180495,0.343993811
2467465.52,0.01,0.0,0.921321038,0.0668853429,0.0117936194,0.0,0.000484544422,0.782391766
2506662.29,1.91744155,0.0,0.978609241,0.0213907595,0.0,0.0,1.38540623e-05,0.929664497
2545946.03,3.58272601,0.0,0.983538358,0.0164616417,0.0,0.0,6.04009466e-06,0.94635417
14026000.0,4.99715564,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,6.19710152,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,7.14526965,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,7.80287189,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,8.13977725,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,7.5333904,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,7.22819013,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,6.63376831,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,5.785384,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,4.73972508,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2433549.97,3.13335812,0.0,0.264134321,0.735865679,0.0,0.0,0.648486325,0.00242954928
2434521.61,1.38835038,0.0,0.74396907,0.25603093,0.0,0.0,0.0271053797,0.34242733
2467361.19,0.0594435091,0.0,0.933378677,0.0666213229,0.0,0.0,0.000461755284,0.785583165
2506568.46,1.91899466,0.0,0.978629068,0.0213709316,0.0,0.0,1.38136866e-05,0.929731236
2545853.68,3.58139732,0.0,0.983551003,0.0164489974,0.0,0.0,6.02528829e-06,0.946397237
14026000.0,4.99563912,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,6.19533346,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,7.14320487,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,7.80056283,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,8.13733492,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,7.52836147,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,7.22345634,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,6.62966376,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,5.78223608,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,4.73763047,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2432866.24,3.13210737,0.0,0.264083935,0.735916065,0.0,0.0,0.648619725,0.00242633303
2433820.53,1.38486704,0.0,0.741578793,0.258421207,0.0,0.0,0.0278746804,0.33830991
2467207.6,0.01,0.0,0.928183543,0.0634630395,0.00835341713,0.0,0.000408554256,0.793502833
2506416.9,1.91230878,0.0,0.978675732,0.0213242677,0.0,0.0,1.37189745e-05,0.929888318
2545699.6,3.57770045,0.0,0.98357623,0.0164237697,0.0,0.0,5.99581915e-06,0.946483169
14026000.0,4.99241689,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,6.19177369,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,7.13911248,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,7.79601617,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14026000.0,8.13253799,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,7.52113483,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,7.21665563,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,6.62377076,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,5.77772486,0.0,1.0,0.0,0.0,0.0,0.0,1.0
13634000.0,4.73467009,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2431886.64,3.13073472,0.0,0.264011067,0.735988933,0.0,0.0,0.64881268,0.0024216867
2432830.32,1.38449034,0.0,0.738641332,0.261358668,0.0,0.0,0.0288398536,0.3332953
2466857.76,0.01,0.0,0.934252491,0.0605759845,0.00517152439,0.0,0.000351042001,0.802949278
2506080.04,1.90772247,0.0,0.978718355,0.0212816452,0.0,0.0,1.36328443e-05,0.93003181
2545362.74,3.57305132,0.0,0.98361044,0.0163895597,0.0,0.0,5.95601131e-06,0.946599705
